STOK KODU;BUFFER;DEPO;PASİF
35447-100;;;
35448-100;;;
35449-100;;;
35450-100;;;
35451-100;;;
35452-100;;;
35453-100;;;
35454-100;;;
35455-100;;;
35456-100;;;
35457-100;;;
35458-100;;;
35459-100;;;
35460-100;;;
35461-100;;;
35462-100;;;
35463-100;;;
35464-100;;;
35465-100;;;
35466-100;;;
35467-100;;;
35468-100;;;
35469-100;;;
35470-100;;;
35471-100;;;
35472-100;;;
35473-100;;;
35474-100;;;
35476-100;;;
35477-100;;;
35478-100;;;
35480-100;;;
35481-100;;;
35482-100;;;
35483-100;;;
35484-100;;;
35485-100;;;
35486-100;;;
35487-100;;;
35488-100;;;
35489-100;;;
35490-100;;;
35491-100;;;
35492-100;;;
35493-100;;;
35494-100;;;
35495-100;;;
35496-100;;;
35497-100;;;
35498-100;;;
35499-100;;;
35500-100;;;
35501-100;;;
35502-100;;;
35503-200;;;
35504-100;;;
35506-100;;;
35507-100;;;
35508-100;;;
35509-100;;;
35510-100;;;
35511-100;;;
35512-100;;;
35513-100;;;
35514-100;;;
35515-100;;;
35516-100;;;
35517-100;;;
35518-100;;;
35519-100;;;
35520-100;;;
35521-100;;;
35522-100;;;
35523-100;;;
35524-100;;;
35525-100;;;
35526-100;;;5
35527-100;;;
35528-100;;;
35529-100;;;
35530-100;;;
35531-100;;;
35532-100;;;
35533-200;;;
35534-100;;;
35535-100;;;
35536-100;;;
35537-100;;;
35538-100;;;
35539-100;;;
35540-100;;;
35541-100;;;
35542-100;;;
35543-100;;;
35544-100;;;
35545-100;;;
35546-100;;;
35547-100;;;
35548-100;;;
35549-100;;;5
35550-100;;;
35551-100;;;
35552-100;;;
35553-100;;;
35555-100;;;
35556-100;;;
35557-100;;;
35558-100;;;
35559-100;;;
35560-100;;;
35561-100;;;
35562-200;;;
35564-200;;;
35565-100;;;
35566-100;;;
35567-100;;;
35568-100;;;
35569-100;;;
35570-100;;;
35571-100;;;
35572-100;;;
35573-100;;;
35574-100;;;
35575-100;;;
35576-100;;;
35577-100;;;
35578-100;;;
35579-100;;;
35580-100;;;
35581-100;;;
35582-100;;;
35583-100;;;
35584-100;;;
35585-100;;;
35586-100;;;
35587-100;;;
35588-100;;;
35589-100;;;
35590-100;;;
35591-100;;;
35592-100;;;
35593-100;;;
35594-100;;;
35595-100;;;
35596-200;;;
35597-100;;;
35598-100;;;
35599-100;;;
35600-100;;;
35601-200;;;
35602-100;;;
35603-100;;;
35604-100;;;
35605-100;;;
35606-100;;;
35607-100;;;
35608-200;;;
35609-100;;;
35610-100;;;
35611-100;;;
35612-100;;;
35613-100;;;
35614-100;;;
35615-100;;;
35616-100;;;
35617-200;;;
35618-200;;;
35619-200;;;
35620-100;;;
35621-100;;;
35622-100;;;
35623-100;;;
35624-100;;;
35625-100;;;
35626-100;;;
35627-100;;;
35628-100;;;
35629-100;;;
35630-100;;;
35631-100;;;
35632-100;;;
35633-100;;;
35634-100;;;
35635-100;;;
35636-100;;;
35637-100;;;
35638-100;;;
35639-100;;;
35640-100;;;
35641-100;;;
35642-100;;;
35643-100;;;
35644-100;;;
35645-100;;;
35646-100;;;
35647-100;;;
35648-100;;;
35649-100;;;
35650-100;;;
35651-100;;;
35652-100;;;
35653-100;;;
35654-200;;;
35655-100;;;
35656-100;;;
35657-100;;;
35658-100;;;
35659-100;;;
35660-100;;;5
35661-100;;;
35662-100;;;
35663-100;;;
35673-100;;;
35674-100;;;
35675-100;;;
35676-100;;;
35677-100;;;
35678-100;;;
35679-100;;;
35680-100;;;
35699-100;;;
35700-100;;;5
35701-100;;;5
35702-100;;;
35703-200;;;
35704-100;;;
35705-100;;;
35706-100;;;
35707-100;;;
35708-100;;;
35709-100;;;
35710-100;;;
35711-100;;;
35712-100;;;
35713-200;;;
35714-200;;;
35715-200;;;
35716-200;;;
35717-100;;;
35718-200;;;
35719-200;;;5
35720-100;;;
35721-100;;;
35722-100;;;
35723-100;;;
35724-100;;;
35725-200;;;
35726-100;;;
35727-100;;;
35728-100;;;
35729-100;;;
35730-100;;;
35731-200;;;
35732-100;;;
35733-200;;;
35734-200;;;
35735-200;;;
35736-100;;;
35737-100;;;
35738-100;;;
35739-100;;;
35740-100;;;
35750-100;;;
35751-100;;;
35752-100;;;
35753-100;;;
35754-100;;;
35755-100;;;
35756-100;;;
35757-100;;;
35770-100;;;
35771-100;;;
35772-100;;;
35773-100;;;
35774-100;;;
35775-100;;;
35776-100;;;
35777-100;;;
35778-100;;;
35779-100;;;
35780-100;;;
35781-100;;;
35782-100;;;
35783-100;;;
35784-100;;;
35790-100;;;5
35791-100;;;5
35792-100;;;
35793-100;;;
35794-100;;;
35795-100;;;
35796-100;;;
35797-100;;;
35798-100;;;
35799-100;;;
35800-100;;;
35801-100;;;
35802-100;;;
35803-100;;;
35804-100;;;
35805-100;;;
35806-100;;;
35807-200;;;
35808-200;;;
35850-100;;;
35851-100;;;
35852-100;;;
35853-100;;;
35854-100;;;
35855-100;;;
35856-100;;;
35857-100;;;
35858-100;;;
35860-100;;;
35861-100;;;
35880-100;;;
35881-200;;;5
35900-100;;;
35901-100;;;
35902-100;;;
35903-100;;;
35904-100;;;
35905-100;;;
35906-100;;;
35907-100;;;
35908-100;;;
35909-100;;;
35910-100;;;
35911-100;;;
35912-100;;;
35913-100;;;
35914-100;;;
35915-200;;;
35916-100;;;
35917-100;;;
35918-100;;;
35919-100;;;
35920-100;;;
35923-100;;;
35924-100;;;
35925-100;;;
35926-100;;;
35927-100;;;
35928-100;;;5
35929-100;;;
35930-100;;;
35931-100;;;
35932-100;;;
35933-100;;;
35934-100;;;
35935-100;;;
35936-100;;;
35937-100;;;
35938-100;;;
35939-100;;;
35940-100;;;
35941-100;;;
35942-100;;;
35943-100;;;
35944-100;;;
35945-200;;;
35946-200;;;
35947-100;;;
35948-100;;;
35949-200;;;
35950-100;;;
35951-100;;;
35952-100;;;
35953-100;;;
35954-100;;;
35955-200;;;
35956-200;;;
35957-200;;;
35958-200;;;
35959-100;;;
35960-100;;;
35961-100;;;
35962-100;;;
35963-100;;;
35964-100;;;
35965-100;;;
35966-100;;;
35967-100;;;
35968-100;;;
35969-100;;;
35970-100;;;
35971-100;;;
35972-100;;;
35973-100;;;
35974-100;;;
35975-100;;;
35976-100;;;
35977-100;;;
35978-100;;;
35980-100;;;
35981-100;;;
35982-100;;;
35983-100;;;
35984-100;;;
35985-100;;;
35986-100;;;
35987-100;;;
35988-100;;;
35989-100;;;
35990-100;;;
35991-100;;;
35992-100;;;
35993-100;;;
35994-100;;;
35995-100;;;
35996-100;;;
35997-100;;;
35998-100;;;
35999-100;;;
41229-200;;;
55462-100;;;
55463-100;;;
00630-200;Kalacak;;
00632-200;;2;
00646-200;Kalacak;;
57000-200;Kalacak;;
57001-200;Kalacak;;
40704-200;;;
40718-200;;;
40764-200;;2;
40755-200;Kalacak;;
40713-200;;2;
40754-200;;;5
40789-200;;;
40772-100;;;5
40775-200;;;
40752-200;;;5
40745-200;Kalacak;;
40763-200;;;
40776-200;;;
40773-200;;;
40738-200;;;5
40771-200;;;5
40762-200;;;
40766-200;;;5
40746-200;;2;
40768-200;Kalacak;;
40751-200;Kalacak;;
40711-200;;;
41068-200;Kalacak;;
40748-100;;2;
40759-200;Kalacak;;
40716-200;;;
30128-200;;;
40741-200;Kalacak;;
40703-200;Kalacak;;
40707-200;;;5
40708-200;;;5
40740-200;Kalacak;;
40706-200;Kalacak;;
40709-200;Kalacak;;
40700-200;Kalacak;;
40750-200;Kalacak;;
40769-200;Kalacak;;
40733-200;Kalacak;;
40701-100;Kalacak;;
40701-200;Kalacak;;
40702-200;Kalacak;;
40737-100;Kalacak;;
40737-200;;2;
40760-200;Kalacak;;
40720-100;Kalacak;;
40720-200;Kalacak;;
40739-200;Kalacak;;
40743-200;Kalacak;;
40715-200;Kalacak;;
40710-200;Kalacak;;
40747-200;;2;
40717-200;Kalacak;;
40714-200;Kalacak;;
40721-200;;;
40722-200;;;
40728-200;Kalacak;;
40727-200;;2;
40725-200;Kalacak;;
40726-200;Kalacak;;
40723-200;Kalacak;;
40735-200;Kalacak;;
40729-200;Kalacak;;
40731-200;;2;
40730-200;;;
40732-200;;;
40734-200;Kalacak;;
40736-200;;2;
40742-200;Kalacak;;
40712-200;Kalacak;;
40719-200;;2;
40774-200;;2;
40778-200;;;
40777-200;;;
40779-200;;;
40780-200;;2;
40782-200;;2;
40781-200;Kalacak;;
40786-200;Kalacak;;
40783-200;;2;
40784-200;;;5
40787-100;;;5
40788-200;;;5
40790-200;;;5
40793-200;;2;
40794-200;;2;
40799-200;;2;
40795-200;;2;
40797-200;;2;
40798-200;Kalacak;;
40805-200;Kalacak;;
40806-200;Kalacak;;
40807-200;Kalacak;;
40809-200;;2;
40810-200;;;5
40808-200;;;5
40813-200;Kalacak;;
40811-100;Kalacak;;
40811-200;Kalacak;;
40812-200;Kalacak;;
40814-200;;2;
40815-200;;2;
40816-200;;;5
41543-100;;;5
40820-200;Kalacak;;
48501-100;;;5
40817-200;;2;
40819-100;;2;
40822-200;;2;
40823-200;;;5
48502-100;;;5
40824-100;;;5
40829-200;;2;
40830-200;;2;
41074-200;Kalacak;;
69009-200;;;5
41120-200;;2;
40705-200;;;
40757-200;;;5
40749-100;;;5
40767-200;;;
40758-200;;;
40796-200;;;
40804-200;;;
40825-300;;;
40826-300;;;
40827-300;;;
40831-200;;;
00250-200;Kalacak;;
00251-200;;;5
00252-200;Kalacak;;
00253-200;;;
30160-100;;;
30161-100;;;
30162-100;;;
30163-100;;;5
30164-100;;;
30165-100;;;
30168-100;;;
30169-100;;;
30170-100;;;5
30171-100;;;
30174-100;;;
30175-100;;;
30176-100;;;
30177-100;;;
30178-100;;;
30179-100;;;
30180-100;;;5
30181-100;;;
30182-100;;;5
30183-100;;;5
30184-100;;;
30185-100;;;
30186-100;;;
30187-100;;;5
30188-100;;;5
30189-100;;;
30190-100;;;
30191-100;;;
30192-100;;;5
30193-100;;;
30194-100;;;5
30195-100;;;
30196-100;;;
30197-100;;;
30199-100;;;
30200-100;;;
30201-100;;;
30202-100;;;5
30203-100;;;5
30204-100;;;
30205-100;;;
30206-100;;;
30209-100;;;5
30210-100;;;
30212-100;;;
30213-100;;;
30214-100;;;
30215-100;;;
30217-100;;;
30218-100;;;
30219-100;;;
30220-100;;;
30221-100;;;
30222-100;;;
30223-100;;;
30225-100;;;
30226-100;;;
30227-100;;;
30228-100;;;5
30229-100;;;5
30230-100;;;5
30232-100;;;
30233-100;;;
30234-100;;;
30235-100;;;
30236-100;;;
30239-100;;;5
30240-100;;;
30241-100;;;
30243-100;;;5
30244-100;;;
30246-100;;;
30247-100;;;
30248-100;;;5
30249-100;;;5
30253-100;;;
30254-100;;;5
30255-100;;;
30256-100;;;
30257-100;;;5
30258-100;;;
30259-100;;;
30260-100;;;
30261-100;;;
30262-100;;;5
30263-100;;;
30264-100;;;
30265-100;;;
30266-100;;;
30267-100;;;
30269-100;;;
30271-100;;;
30272-100;;;
30274-100;;;
30275-100;;;
30276-100;;;
30277-100;;;
30278-100;;;
30291-100;;;5
30292-100;;;5
30293-100;;;
30294-100;;;
30296-100;;;5
30297-100;;;
30298-100;;;
30299-100;;;5
30300-100;;;
30301-100;;;
30302-100;;;
30303-100;;;
30304-100;;;
30305-100;;;5
30306-100;;;5
30307-100;;;5
30308-100;;;
30309-100;;;
30310-100;;;
30311-100;;;
30313-100;;;
30314-100;;;
30315-100;;;
30318-100;;;
30319-100;;;
30320-100;;;
30321-100;;;
30322-100;;;
30323-100;;;
30324-100;;;
30325-100;;;
30326-100;;;
30327-100;;;
30328-100;;;
30329-100;;;
30330-100;;;
30331-100;;;
30332-100;;;
30333-100;;;5
30334-100;;;5
30335-100;;;
30336-100;;;5
30337-100;;;
30338-100;;;5
30339-100;;;
30340-100;;;
30341-100;;;
30342-100;;;5
30344-100;;;
30345-100;;;
30346-100;;;
30347-100;;;
30350-100;;;
30351-100;;;
30352-100;;;
30353-200;;;
30355-100;;;
30356-100;;;
30357-100;;;
30358-100;;;
30359-100;;;
30360-100;;;5
30361-100;;;
30362-100;;;5
30363-100;;;
30368-100;;;
30369-100;;;
30370-100;;;
30371-100;;;
30372-100;;;
30373-100;;;
30374-100;;;
00629-200;Kalacak;;
00647-200;Kalacak;;
00769-200;Kalacak;;
00772-200;Kalacak;;
00927-200;Kalacak;;
59000-100;Kalacak;;
59001-100;Kalacak;;
59002-100;Kalacak;;
59003-100;Kalacak;;
59004-100;Kalacak;;
59005-100;Kalacak;;
59006-100;Kalacak;;
59007-200;Kalacak;;
59008-100;Kalacak;;
59009-100;Kalacak;;
57002-200;Kalacak;;
57003-200;Kalacak;;
57013-200;Kalacak;;
30150-200;;;
30151-200;;;
30152-200;;2;
30153-200;Kalacak;;
37300-200;Kalacak;;
37301-200;Kalacak;;
37302-200;Kalacak;;
37303-200;Kalacak;;
37305-200;Kalacak;;
37306-200;;2;
37307-200;;2;
37308-200;Kalacak;;
37309-200;Kalacak;;
37312-100;Kalacak;;
37315-100;;2;
37316-100;;2;
37317-100;;2;
37318-200;Kalacak;;
37319-200;Kalacak;;
37320-100;Kalacak;;
37321-200;Kalacak;;
37322-200;Kalacak;;
37323-200;Kalacak;;
37324-200;Kalacak;;
37325-200;;2;
37326-200;Kalacak;;
37327-100;Kalacak;;
37328-100;Kalacak;;
37329-200;Kalacak;;
37330-100;Kalacak;;
37331-100;Kalacak;;
00778-100;;2;
00831-100;Kalacak;;
00832-100;Kalacak;;
00834-100;Kalacak;;
00836-100;Kalacak;;
69000-200;;2;
69012-200;;;5
69011-200;;;5
70015-200;;;5
69013-200;;2;
70001-200;;;5
70016-200;;;5
70022-200;;2;
70023-200;;2;
70028-200;;2;
70038-200;;2;
70068-200;;2;
70069-200;;2;
70071-200;;2;
70076-200;;2;
70077-200;;2;
52000-100;Kalacak;;
48307-200;;;5
48308-200;;;5
70002-200;Kalacak;;
70003-200;;2;
70004-200;Kalacak;;
70005-200;;2;
70006-200;Kalacak;;
70010-200;Kalacak;;
70014-200;Kalacak;;
70045-200;Kalacak;;
70046-200;Kalacak;;
70047-200;;;5
39500-100;Kalacak;;
07000-100;Kalacak;;
07001-100;Kalacak;;
07002-100;;2;
07003-200;Kalacak;;
07004-200;Kalacak;;
07005-200;Kalacak;;
07006-200;Kalacak;;
07007-100;Kalacak;;
00450-100;Kalacak;;
00705-100;Kalacak;;
79207-100;;;5
38445-200;;;5
38461-200;;;5
38504-200;;;5
39014-200;;;5
39015-100;;;5
39019-100;;;5
39045-100;;;5
00016-100;;;
00116-100;;;5
00109-200;;;5
37182-200;;;5
71002-100;;;5
37183-200;;;5
37184-200;;;5
37185-200;;;5
37187-200;;;
37188-200;;;5
38343-200;;2;
38444-100;;;5
39037-200;;;5
39038-200;;;5
39040-200;;;5
00102-100;Kalacak;;
39010-200;;2;
39045-200;Kalacak;;
39011-200;;;5
39007-200;Kalacak;;
39008-200;;2;
38485-200;Kalacak;;
39022-200;;;5
39009-200;Kalacak;;
39068-200;Kalacak;;
38455-100;;2;
38455-200;;2;
38432-100;Kalacak;;
38432-200;;2;
38458-200;;2;
39054-200;;2;
39050-200;;;
39015-200;;2;
39030-200;;;5
38456-200;;;
37886-200;;2;
37884-200;;2;
38337-200;;2;
39004-200;Kalacak;;
39041-200;Kalacak;;
39019-200;;;5
39024-200;Kalacak;;
39023-200;Kalacak;;
38492-200;;;5
39039-200;Kalacak;;
38502-200;Kalacak;;
38510-200;;;5
39049-200;Kalacak;;
38450-200;Kalacak;;
38488-200;;;5
39003-200;;2;
38489-200;;2;
38500-200;Kalacak;;
39048-200;Kalacak;;
38505-200;;2;
39006-200;;;5
39052-200;Kalacak;;
39066-200;Kalacak;;
39016-200;;2;
37178-200;;;5
38467-200;Kalacak;;
37883-200;;2;
39000-200;Kalacak;;
38434-200;;;5
39001-200;;2;
37885-200;Kalacak;;
39027-200;Kalacak;;
39042-200;;;5
37176-200;;;5
37175-200;Kalacak;;
39028-200;;;5
37177-200;;2;
38453-200;;2;
38451-200;Kalacak;;
38490-200;Kalacak;;
38491-200;Kalacak;;
38454-200;Kalacak;;
38452-200;Kalacak;;
38501-200;;;5
39047-200;;2;
38498-200;;2;
38520-200;;2;
39067-200;Kalacak;;
78904-200;;;5
39051-200;Kalacak;;
38509-200;;;
37189-200;;;5
38459-100;;;5
39032-100;;;5
39031-100;;;5
39031-200;;;5
39033-100;;;5
39034-100;;2;
39044-100;;;5
39044-200;;;
39046-100;;;5
39046-200;;;
38342-100;;;5
38342-200;;;5
39043-100;;;5
39043-200;;;5
39006-100;Kalacak;;
38329-200;Kalacak;;
38368-200;Kalacak;;
38446-200;Kalacak;;
38471-200;;2;
37880-200;;;5
39018-200;Kalacak;;
38519-200;;;5
38478-200;Kalacak;;
38328-200;Kalacak;;
38367-200;Kalacak;;
38347-200;Kalacak;;
38477-200;Kalacak;;
38305-200;;;5
38464-200;;;5
37881-200;Kalacak;;
38472-200;;;5
38468-200;Kalacak;;
38474-200;Kalacak;;
38447-200;;2;
38330-200;Kalacak;;
38366-200;Kalacak;;
38449-200;Kalacak;;
38473-200;;;5
38465-200;Kalacak;;
37889-200;Kalacak;;
37879-200;;2;
37887-200;;;5
37888-200;;;5
38469-200;;;
38476-200;;2;
38475-200;Kalacak;;
38439-200;Kalacak;;
39026-200;;2;
38306-100;;;
39053-100;Kalacak;;
39017-100;Kalacak;;
38507-200;;;5
38504-100;;2;
38511-100;;;5
39029-200;;2;
38499-200;Kalacak;;
37180-200;;;5
37181-200;;;5
38493-200;;;5
38508-200;;;5
37190-100;;;
38512-100;;;5
38516-100;;2;
38515-100;;2;
38517-100;;2;
38513-100;;2;
38514-100;;;5
38518-100;;;5
37179-200;;;5
38506-200;;;5
38479-200;Kalacak;;
38503-200;;;5
36225-200;Kalacak;;
36226-200;Kalacak;;
40097-200;;2;
40531-200;Kalacak;;
40532-200;Kalacak;;
40533-200;Kalacak;;
40136-200;Kalacak;;
40505-200;;2;
40502-200;;2;
40075-200;Kalacak;;
40071-200;Kalacak;;
40070-200;Kalacak;;
40069-200;Kalacak;;
40134-200;;;
40504-200;;2;
40041-200;Kalacak;;
40043-200;Kalacak;;
40044-200;Kalacak;;
40025-200;Kalacak;;
40023-200;Kalacak;;
40033-200;;;
40045-200;;;
40054-200;;;5
40053-200;;;
40118-200;Kalacak;;
40321-200;;;5
40328-200;Kalacak;;
40326-200;;;5
40128-200;;;5
40013-200;;;
40011-200;;;
40330-200;;;5
40519-200;Kalacak;;
40520-200;Kalacak;;
40331-200;Kalacak;;
40332-200;Kalacak;;
40098-200;Kalacak;;
40088-100;Kalacak;;
40088-200;Kalacak;;
40525-200;Kalacak;;
40526-200;Kalacak;;
40092-200;Kalacak;;
40089-200;Kalacak;;
40086-200;Kalacak;;
40090-200;Kalacak;;
40091-200;Kalacak;;
40096-200;;2;
40085-200;;2;
40515-200;Kalacak;;
40521-200;Kalacak;;
40523-200;Kalacak;;
40093-200;;2;
40094-200;;2;
40140-200;Kalacak;;
40513-200;Kalacak;;
40514-200;Kalacak;;
40099-200;Kalacak;;
40516-200;;2;
40517-200;;2;
40518-200;Kalacak;;
40019-200;;2;
40001-200;;;
40004-200;;2;
40006-200;;;5
40135-200;;2;
40112-200;Kalacak;;
40113-200;Kalacak;;
40114-200;Kalacak;;
40009-200;;;
40010-200;;;
40012-200;;;
40501-200;;2;
78964-200;;;5
40312-200;;;
40035-200;Kalacak;;
40036-200;Kalacak;;
40038-200;Kalacak;;
40039-200;Kalacak;;
40047-200;Kalacak;;
40046-200;Kalacak;;
40049-200;;2;
40026-200;;;5
40024-200;Kalacak;;
40030-200;Kalacak;;
40031-200;;2;
40020-200;Kalacak;;
40021-200;Kalacak;;
40018-200;;2;
40060-200;;;
40126-200;Kalacak;;
40027-200;Kalacak;;
40510-200;Kalacak;;
40509-200;Kalacak;;
40500-200;;2;
40310-200;;;
40309-200;;;5
40311-200;;2;
40222-200;;;
40110-200;;;
40003-200;Kalacak;;
40101-200;;;
40103-200;;;
40109-200;;;
40313-200;;;5
40063-200;;;
40066-200;;;
40307-200;;;5
45000-100;;2;
45001-100;;2;
45002-100;;2;
45003-100;;2;
45004-100;Kalacak;;
45005-100;Kalacak;;
45006-100;Kalacak;;
45007-100;;2;
45008-100;Kalacak;;
45009-100;Kalacak;;
45010-200;Kalacak;;
45011-100;Kalacak;;
45012-100;Kalacak;;
45013-100;Kalacak;;
45014-200;Kalacak;;
45015-200;;2;
45016-100;Kalacak;;
45017-100;Kalacak;;
45018-100;Kalacak;;
45019-100;Kalacak;;
45020-100;Kalacak;;
45021-100;Kalacak;;
45022-200;Kalacak;;
45023-200;Kalacak;;
45024-200;Kalacak;;
45025-100;;2;
45026-100;;2;
45027-100;Kalacak;;
45028-100;Kalacak;;
45029-100;Kalacak;;
45030-100;Kalacak;;
45031-100;Kalacak;;
45033-100;Kalacak;;
45034-100;Kalacak;;
45035-100;Kalacak;;
45036-100;Kalacak;;
45037-100;Kalacak;;
45038-100;Kalacak;;
45039-100;Kalacak;;
45040-100;Kalacak;;
45041-100;Kalacak;;
45042-100;Kalacak;;
45043-100;Kalacak;;
37311-100;Kalacak;;
37313-100;Kalacak;;
37314-100;Kalacak;;
00023-200;Kalacak;;
00103-200;;;5
00122-200;Kalacak;;
00123-200;Kalacak;;
79453-100;;;5
79474-100;;;5
79452-100;Kalacak;;
79473-100;;2;
